Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Mn,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Nd,Gd,U,Annealing temperature,Annealing time,Primary Crystallization Onset,Primary Crystallization Peak ,Secondary Crystallization, Longitudinal Annealing field, Transverse Annealing field,Ribbon thickness,Coercivity,Curie Temperature,core loss ,electrical resistivity,Grain Diameter,Permeability,Magnetostriction,Magnetic Saturation,BCC Lattice Parameter,Reference DOI
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,657,3600,,727,797,0,0,45,,,,,,,,1.259476351,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,751,3600,,727,797,0,0,45,,,,,,,,1.662989865,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,796,3600,,727,797,0,0,45,,,,,,,,1.727128378,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,827,3600,,727,797,0,0,45,,,,,,,,1.748125,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,869,3600,,727,797,0,0,45,,,,,,,,1.754358108,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,929,3600,,727,797,0,0,45,,,,,,,,1.781891892,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,992,3600,,727,797,0,0,45,,,,,,,,1.765878378,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,451,3600,,760,829,0,0,45,,,,,,,,0.583293919,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,498,3600,,760,829,0,0,45,,,,,,,,0.618378378,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,582,3600,,760,829,0,0,45,,,,,,,,0.804763514,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,655,3600,,760,829,0,0,45,,,,,,,,1.150810811,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,751,3600,,760,829,0,0,45,,,,,,,,1.525304054,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,797,3600,,760,829,0,0,45,,,,,,,,1.545929054,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,827,3600,,760,829,0,0,45,,,,,,,,1.552466216,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,863,3600,,760,829,0,0,45,,,,,,,,1.551587838,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,930,3600,,760,829,0,0,45,,,,,,,,1.542719595,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,995,3600,,760,829,0,0,45,,,,,,,,1.548412162,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,457,3600,,727,797,0,0,45,,,,,19,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,499,3600,,727,797,0,0,45,,,,,19,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,587,3600,,727,797,0,0,45,,,,,19,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,655,3600,,727,797,0,0,45,,,,,19,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,747,3600,,727,797,0,0,45,,,,,19,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,795,3600,,727,797,0,0,45,,,,,20,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,819,3600,,727,797,0,0,45,,,,,23,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,869,3600,,727,797,0,0,45,,,,,29,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,930,3600,,727,797,0,0,45,,,,,38,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,996,3600,,727,797,0,0,45,,,,,48,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,498,3600,,760,829,0,0,45,,,,,8,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,591,3600,,760,829,0,0,45,,,,,8,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,653,3600,,760,829,0,0,45,,,,,8,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,753,3600,,760,829,0,0,45,,,,,8,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,799,3600,,760,829,0,0,45,,,,,8,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,827,3600,,760,829,0,0,45,,,,,8,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,870,3600,,760,829,0,0,45,,,,,9,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,929,3600,,760,829,0,0,45,,,,,16,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,993,3600,,760,829,0,0,45,,,,,46,,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,,,,,,13241.92792,-2,1.695025575,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87.5,2.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,,,,,,13303.56834,-1,1.642531969,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
86,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,873,3600,789,822,1043,0,0,20,,,,,,12377.50252,0.6,1.58398977,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
85,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,,,,,,,0.9,,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
82.5,7.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,,,,,,5570.689701,1,1.372493606,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
80,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,,,,,,2114.377161,3.8,1.305,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
75,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,,,,,,112.931303,4.2,1.010012788,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,,,-1.1,,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87.5,2.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,,,-0.5,,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
86,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,823,3600,789,822,1043,0,0,20,,,,,,,0.8,,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
85,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,,,1.6,,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
82.5,7.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,,,4.2,,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
80,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,,,7.6,,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
75,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,,,20.5,,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
86,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,716,3600,789,822,1043,0,0,20,,,,,,2863.495808,5.393046281,0.594055337,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
86,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,774,3600,789,822,1043,0,0,20,,,,,,4703.420342,2.284365646,1.547712538,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
86,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,826,3600,789,822,1043,0,0,20,,,,,,10200.4819,0.665438637,1.543831614,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
86,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,872,3600,789,822,1043,0,0,20,,,,,,12195.7046,0.371632512,1.566386631,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
86,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,925,3600,789,822,1043,0,0,20,,,,,,9610.779662,0.345613631,1.573121176,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
86,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,976,3600,789,822,1043,0,0,20,,,,,,1401.366477,-1.22472945,1.5902429,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,717,3600,789,819,1044,0,0,20,,,,,,3492.234901,5.552613401,0.594055337,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,774,3600,789,819,1044,0,0,20,,,,,,5736.15251,3.294957403,1.478517944,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,826,3600,789,819,1044,0,0,20,,,,,,12440.20641,0.665438637,1.480024655,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,871,3600,789,819,1044,0,0,20,,,,,,17090.65159,0.371632512,1.5770021,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,925,3600,789,819,1044,0,0,20,,,,,,17782.7941,0.345613631,1.573121176,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,976,3600,789,819,1044,0,0,20,,,,,,1401.366477,-0.958784251,1.563624327,,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,473,3600,788,812,,0,0,30,2.376292283,,,3.304944601,,,4.070422535,0.446575342,,https://aip.scitation.org/doi/abs/10.1063/1.359284
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,573,3600,788,812,,0,0,30,0.747922403,,,4.405659831,,,2.577464789,0.430136986,,https://aip.scitation.org/doi/abs/10.1063/1.359284
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,673,3600,788,812,,0,0,30,11.14448896,,,3.517380519,,,-2.802816901,0.58173516,,https://aip.scitation.org/doi/abs/10.1063/1.359284
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,773,3600,788,812,,0,0,30,5.537296748,,,1.035695386,,,-5.746478873,0.716894977,,https://aip.scitation.org/doi/abs/10.1063/1.359284
87,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,873,3600,788,812,,0,0,30,18.34331244,,,1.784777576,,,-3.661971831,1.57716895,,https://aip.scitation.org/doi/abs/10.1063/1.359284
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,30,,593,,,,,25,,,https://doi.org/10.1109/20.825825
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,30,,593,,,,,25,,,https://doi.org/10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,30,,650,,,8.5,,18.21561338,0.846086957,,https://doi.org/10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,793,3600,,,,0,0,30,,664,,,8.5,,8.983613328,1.267313218,,https://doi.org/10.1109/20.825825
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,803,3600,,,,0,0,30,,715,,,8.5,,0.596956811,1.188990826,,https://doi.org/10.1109/20.825825
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,0.55316812,,,,8.504879008,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,0.47705827,,,,9.490152625,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,0.291263265,,,,9.610787433,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,0.354813389,,,,9.778782571,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,0.391613038,,,,9.947492583,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,0.47705827,,,,10.11548772,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,1.720736162,,,,10.90917539,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,0.862410997,,,,9.994852915,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,0.862410997,,,,11.9904207,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,0.581146617,,,,11.87032205,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,,,,,12.95174608,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,3.110692935,,,,13.88965936,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,4616.211667,,,,16.77435036,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,0.862410997,,,,8.985631054,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,0.55316812,,,,9.971619545,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,0.526536608,,,,10.47614112,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,0.432229382,,,,10.11566644,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,0.526536608,,,,10.23558637,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,73.16202446,,,,10.3319155,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,0.897422008,,,,8.426229508,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,0.697748138,,,,9.475409836,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,0.656944583,,,,10.19672131,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,0.486737431,,,,10,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,0.94107621,,,,10.52459016,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,,,,,10.98360656,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,9.184471846,,,,11.04918033,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,1.317546677,,,,12.8852459,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,1.432843264,,,,13.3442623,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,1.011646389,,,,13.40983607,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,1.398058845,,,,13.93442623,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,4.582735529,,,,14.98360656,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,3872.144536,,,,19.04918033,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,1.381963956,,,,8.557377049,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,1.182674827,,,,9.93442623,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,1.011646389,,,,10.52459016,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,0.535749053,,,,10.98360656,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,0.416349577,,,,10.78688525,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,251.5093803,,,,14.06557377,,,,,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,298,,,,,0,0,,8.116902098,590,,,,,,,,https://doi.org/10.1016/S0304-8853(00)00189-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,673,1800,,,,0,0,,2.912535459,596,,,,,,,,https://doi.org/10.1016/S0304-8853(00)00189-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,723,900,,,,0,0,,3.079648149,,,,,,,,,https://doi.org/10.1016/S0304-8853(00)00189-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,798,240,,,,0,0,,5.347606088,591,,,,,,,,https://doi.org/10.1016/S0304-8853(00)00189-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,798,3600,,,,0,0,,1.591549431,,,,,,,,,https://doi.org/10.1016/S0304-8853(00)00189-X
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,41.90465765,1007.671991,,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
