Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Ce,U,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K),Secondary Crystallization Peak (K),Longitudinal Annealing field,Transverse Annealing field,Ribbon Thickness (um),Total SiCAl,Total BP,Total GaGe,Total Late Transition,Total Early Transition,Relative to Fe SiCAl,Relative to Fe BP,Relative to Fe GaGe,Relative to Fe Early,Relative to Fe Late,Relative to Late Early,Relative to Early SiCAl,Relative to Late SiCAl,Relative to Early BP,Relative to Late BP,Relative to Early GaGe,Relative to Late GaGe,Late Weighted Volume,Late Weighted Area,Late Weighted Mass,Late Mean Electrons,Early Weighted Volume,Early Weighted Area,Early Weighted Mass,Early Mean Electrons,Delta T0,Delta T1,Delta T2,Coercivity,Composition ID,Reference DOI
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.5,1100100011,https://doi.org/10.1016/S0304-8853(00)00132-3
63.5,13.5,0,10,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,793,3600,,,,0,0,20,23.5,9,0,1,3,0.37007874,0.141732283,0,0.047244094,0.015748031,3,7.833333333,23.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.401734104,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,793,3600,,,,0,0,20,17.5,9,0,1,3,0.251798561,0.129496403,0,0.043165468,0.014388489,3,5.833333333,17.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.321965318,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,793,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.320809249,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
65.5,13.5,0,8,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,793,3600,,,,0,0,20,21.5,9,0,1,3,0.328244275,0.13740458,0,0.045801527,0.015267176,3,7.166666667,21.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.311560694,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
68.5,13.5,0,5,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,793,3600,,,,0,0,20,18.5,9,0,1,3,0.270072993,0.131386861,0,0.04379562,0.01459854,3,6.166666667,18.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.310404624,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
67,13.5,0,6.5,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,793,3600,,,,0,0,20,20,9,0,1,3,0.298507463,0.134328358,0,0.044776119,0.014925373,3,6.666666667,20,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.293063584,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,798,240,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,5.347606088,1100100011,https://doi.org/10.1016/S0304-8853(00)00189-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,723,900,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3.079648149,1100100011,https://doi.org/10.1016/S0304-8853(00)00189-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,673,1800,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,2.912535459,1100100011,https://doi.org/10.1016/S0304-8853(00)00189-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,798,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.591549431,1100100011,https://doi.org/10.1016/S0304-8853(00)00189-X
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,923,3600,777,795,,0,0,30,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,62.00506458,15.63932259,112.196,3.857142857,146,128,,118,1000100011,https://doi.org/10.1016/S0304-8853(00)00199-2
86,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,923,3600,818,858,,0,0,30,0,6,0,0,8,0,0.069767442,0,0.093023256,0,,0,,0.75,,0,,0,0,0,0,61.59422879,15.57280171,109.575,3.875,105,65,,113,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
86,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,853,3600,818,858,,0,0,30,0,6,0,0,8,0,0.069767442,0,0.093023256,0,,0,,0.75,,0,,0,0,0,0,61.59422879,15.57280171,109.575,3.875,35,-5,,69.3,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
86,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,803,3600,818,858,,0,0,30,0,6,0,0,8,0,0.069767442,0,0.093023256,0,,0,,0.75,,0,,0,0,0,0,61.59422879,15.57280171,109.575,3.875,-15,-55,,55.4,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
87,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,723,3600,812,845,,0,0,30,0,6,0,0,7,0,0.068965517,0,0.08045977,0,,0,,0.857142857,,0,,0,0,0,0,58.71837826,15.10715557,91.224,4,-89,-122,,22.2,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
87,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,923,3600,812,845,,0,0,30,0,6,0,0,7,0,0.068965517,0,0.08045977,0,,0,,0.857142857,,0,,0,0,0,0,58.71837826,15.10715557,91.224,4,111,78,,20.9,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
87,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,803,3600,812,845,,0,0,30,0,6,0,0,7,0,0.068965517,0,0.08045977,0,,0,,0.857142857,,0,,0,0,0,0,58.71837826,15.10715557,91.224,4,-9,-42,,20,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
87,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,853,3600,812,845,,0,0,30,0,6,0,0,7,0,0.068965517,0,0.08045977,0,,0,,0.857142857,,0,,0,0,0,0,58.71837826,15.10715557,91.224,4,41,8,,19.3,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
86,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,723,3600,818,858,,0,0,30,0,6,0,0,8,0,0.069767442,0,0.093023256,0,,0,,0.75,,0,,0,0,0,0,61.59422879,15.57280171,109.575,3.875,-95,-135,,6.8,1000100001,https://doi.org/10.1016/S0304-8853(00)00199-2
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,853,3600,777,795,,0,0,30,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,62.00506458,15.63932259,112.196,3.857142857,76,58,,5.7,1000100011,https://doi.org/10.1016/S0304-8853(00)00199-2
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,723,3600,777,795,,0,0,30,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,62.00506458,15.63932259,112.196,3.857142857,-54,-72,,5.5,1000100011,https://doi.org/10.1016/S0304-8853(00)00199-2
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,803,3600,777,795,,0,0,30,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,62.00506458,15.63932259,112.196,3.857142857,26,8,,4.4,1000100011,https://doi.org/10.1016/S0304-8853(00)00199-2
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,1025,3600,825,,950,0,0,25,13.5,9,0,1,13,0.212598425,0.141732283,0,0.204724409,0.015748031,13,1.038461538,13.5,0.692307692,9,0,0,20.47747469,7.484870061,63.546,2,35.66709741,10.76682093,61.4369,5.769230769,200,,75,10148.62912,1100100011,https://doi.org/10.1016/S0304-8853(99)00188-2
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,875,3600,825,,950,0,0,25,13.5,9,0,1,13,0.212598425,0.141732283,0,0.204724409,0.015748031,13,1.038461538,13.5,0.692307692,9,0,0,20.47747469,7.484870061,63.546,2,35.66709741,10.76682093,61.4369,5.769230769,50,,-75,3904.929908,1100100011,https://doi.org/10.1016/S0304-8853(99)00188-2
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,825,3600,825,,950,0,0,25,13.5,9,0,1,13,0.212598425,0.141732283,0,0.204724409,0.015748031,13,1.038461538,13.5,0.692307692,9,0,0,20.47747469,7.484870061,63.546,2,35.66709741,10.76682093,61.4369,5.769230769,0,,-125,1927.86233,1100100011,https://doi.org/10.1016/S0304-8853(99)00188-2
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,800,3600,825,,950,0,0,25,13.5,9,0,1,13,0.212598425,0.141732283,0,0.204724409,0.015748031,13,1.038461538,13.5,0.692307692,9,0,0,20.47747469,7.484870061,63.546,2,35.66709741,10.76682093,61.4369,5.769230769,-25,,-150,286.486385,1100100011,https://doi.org/10.1016/S0304-8853(99)00188-2
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,775,3600,825,,950,0,0,25,13.5,9,0,1,13,0.212598425,0.141732283,0,0.204724409,0.015748031,13,1.038461538,13.5,0.692307692,9,0,0,20.47747469,7.484870061,63.546,2,35.66709741,10.76682093,61.4369,5.769230769,-50,,-175,10.92254831,1100100011,https://doi.org/10.1016/S0304-8853(99)00188-2
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,873,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,4616.211667,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,873,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,3872.144536,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,873,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,251.5093803,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,873,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,73.16202446,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,873,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,9.184471846,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,833,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,4.582735529,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,833,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,3.110692935,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,873,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.720736162,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,773,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,1.432843264,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,1.398058845,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,753,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,1.381963956,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,753,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,1.317546677,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,773,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,1.182674827,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,793,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,1.011646389,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,793,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,1.011646389,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,833,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.94107621,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,753,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.897422008,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,773,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,0.862410997,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,753,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,0.862410997,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,753,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.862410997,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,773,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.697748138,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,793,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.656944583,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,793,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,0.581146617,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,773,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.55316812,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,753,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.55316812,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.535749053,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,793,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.526536608,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,833,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.526536608,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.486737431,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,853,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.47705827,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,773,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.47705827,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,813,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.432229382,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,833,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.416349577,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,833,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.391613038,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,813,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.354813389,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,793,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.291263266,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,923,3600,,,,0,0,23,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3578.885767,1100100011,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,973,3600,,,,0,0,23,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,,,2893.18795,1000100011,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,923,3600,,,,0,0,23,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,,,1751.471234,1000100011,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,823,3600,,,,0,0,23,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,,,3.640186924,1000100011,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,873,3600,,,,0,0,23,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,,,3.372037723,1000100011,https://doi.org/10.1016/S0304-8853(99)00600-9
