Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Gd,U,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K),Secondary Crystallization Peak (K),Longitudinal Annealing field,Transverse Annealing field,Ribbon Thickness (um),Total SiCAl,Total BP,Total GaGe,Total Late Transition,Total Early Transition,Relative to Fe SiCAl,Relative to Fe BP,Relative to Fe GaGe,Relative to Fe Early,Relative to Fe Late,Relative to Late Early,Relative to Early SiCAl,Relative to Late SiCAl,Relative to Early BP,Relative to Late BP,Relative to Early GaGe,Relative to Late GaGe,Late Weighted Volume,Late Weighted Area,Late Weighted Mass,Late Mean Electrons,Early Weighted Volume,Early Weighted Area,Early Weighted Mass,Early Mean Electrons,Delta T0,Delta T1,Delta T2,Coercivity,Curie Temp,Core Loss,Electrical Resistivity,Permeability,Magnetostriction,Magnetic Saturation,Grain Diameter,Composition ID,Reference DOI
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.55316812,,,,,,,8.504879008,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.535749053,,,,,,,10.98360656,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,793,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.526536608,,,,,,,10.47614112,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,833,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.526536608,,,,,,,10.23558637,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.486737431,,,,,,,10,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.47705827,,,,,,,10.11548772,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.47705827,,,,,,,9.490152625,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,813,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.432229382,,,,,,,10.11566644,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,833,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,49.10561067,13.40405838,94.428185,5.5,,,,0.416349577,,,,,,,10.78688525,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.391613038,,,,,,,9.947492583,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.354813389,,,,,,,9.778782571,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.291263266,,,,,,,9.610787433,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,813,3600,,,,0,0,20,15.5,9,0,1,3,0.216783217,0.125874126,0,0.041958042,0.013986014,3,5.166666667,15.5,3,9,0,0,20.47747469,7.484870061,63.546,2,46.0715893,12.85154859,95.95,6,,,,,,,,,,,12.95174608,1101100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,,,,10.98360656,1100100011,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,23,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3578.885767,,,,,,,,1100100011,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,973,3600,,,,0,0,23,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,,,2893.18795,,,,,,,,1000100011,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,923,3600,,,,0,0,23,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,,,1751.471234,,,,,,,,1000100011,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,23,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,,,3.640186924,,,,,,,,1000100011,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,23,0,6,0,1,7,0,0.069767442,0,0.081395349,0.011627907,7,0,0,0.857142857,6,0,0,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,,,3.372037723,,,,,,1.236537744,,1000100011,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,23,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.636237564,,,,,,,,1100100011,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,23,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.767400306,,,,,,,,1100100011,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,,,0,0,23,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.684145459,,,,,,,,1100100011,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,3600,,,,0,0,23,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.474527606,,,,,,,,1100100011,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,23,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.324924694,,,,,,0.877016653,,1100100011,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,903,3600,,,,0,0,20,16,6,0,1,3,0.217687075,0.081632653,0,0.040816327,0.013605442,3,5.333333333,16,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.56,,-0.44,,16,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,903,3600,,,,0,0,,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.56,,-0.44,,16,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,3600,,,,0,0,20,16,6,0,1,3,0.217687075,0.081632653,0,0.040816327,0.013605442,3,5.333333333,16,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,,4.4,,12,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,3600,,,,0,0,,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,,,4.4,,12,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,3600,,,,0,0,20,16,6,0,1,3,0.217687075,0.081632653,0,0.040816327,0.013605442,3,5.333333333,16,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.72,,1.01,,12,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,3600,,,,0,0,,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.72,,1.01,,12,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,,,0,0,20,16,6,0,1,3,0.217687075,0.081632653,0,0.040816327,0.013605442,3,5.333333333,16,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.76,,-0.36,,12,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,,,0,0,,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.76,,-0.36,,12,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,16,6,0,1,3,0.217687075,0.081632653,0,0.040816327,0.013605442,3,5.333333333,16,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.96,,1.68,,11,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.96,,1.68,,11,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,16,6,0,1,3,0.217687075,0.081632653,0,0.040816327,0.013605442,3,5.333333333,16,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.72,,0.48,,11,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.72,,0.48,,11,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,16,6,0,1,3,0.217687075,0.081632653,0,0.040816327,0.013605442,3,5.333333333,16,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.48,,,,11,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.48,,,,11,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,728,3600,,,,0,0,20,16,6,0,1,3,0.217687075,0.081632653,0,0.040816327,0.013605442,3,5.333333333,16,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.84,,2.05,,,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,728,3600,,,,0,0,,16.5,6,0,1,3,0.224489796,0.081632653,0,0.040816327,0.013605442,3,5.5,16.5,2,6,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,,,,1.84,,2.05,,,1100100011,https://doi.org/10.1016/S0921-4526(01)00468-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,13.5,9,1,1,3,0.186206897,0.124137931,0.013793103,0.04137931,0.013793103,3,4.5,13.5,3,9,0.333333333,1,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,4538.282178,,,,,,,,1100100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,10.5,9,5,1,3,0.146853147,0.125874126,0.06993007,0.041958042,0.013986014,3,3.5,10.5,3,9,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,4128.913429,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,2159.289388,,,,,,,,1100100011,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,8.5,9,7,1,3,0.118881119,0.125874126,0.097902098,0.041958042,0.013986014,3,2.833333333,8.5,3,9,2.333333333,7,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1670.605475,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,13.5,7,2,1,3,0.183673469,0.095238095,0.027210884,0.040816327,0.013605442,3,4.5,13.5,2.333333333,7,0.666666667,2,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1041.346611,,,,,,,,1100100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,11.5,9,4,1,3,0.160839161,0.125874126,0.055944056,0.041958042,0.013986014,3,3.833333333,11.5,3,9,1.333333333,4,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1013.596501,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,13.5,9,1,1,3,0.186206897,0.124137931,0.013793103,0.04137931,0.013793103,3,4.5,13.5,3,9,0.333333333,1,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,131.8969048,,,,,,,,1100100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,9.5,9,6,1,3,0.132867133,0.125874126,0.083916084,0.041958042,0.013986014,3,3.166666667,9.5,3,9,2,6,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,13.45960324,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,11.5,9,4,1,3,0.160839161,0.125874126,0.055944056,0.041958042,0.013986014,3,3.833333333,11.5,3,9,1.333333333,4,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,3.681140593,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,8.5,9,7,1,3,0.118881119,0.125874126,0.097902098,0.041958042,0.013986014,3,2.833333333,8.5,3,9,2.333333333,7,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.899294783,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,11.5,9,4,1,3,0.160839161,0.125874126,0.055944056,0.041958042,0.013986014,3,3.833333333,11.5,3,9,1.333333333,4,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.823883387,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,9.5,9,6,1,3,0.132867133,0.125874126,0.083916084,0.041958042,0.013986014,3,3.166666667,9.5,3,9,2,6,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.593477887,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,10.5,9,5,1,3,0.146853147,0.125874126,0.06993007,0.041958042,0.013986014,3,3.5,10.5,3,9,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.551014421,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,9.5,9,6,1,3,0.132867133,0.125874126,0.083916084,0.041958042,0.013986014,3,3.166666667,9.5,3,9,2,6,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.152347802,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,10.5,9,5,1,3,0.146853147,0.125874126,0.06993007,0.041958042,0.013986014,3,3.5,10.5,3,9,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,1.006775298,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,10.5,9,5,1,3,0.146853147,0.125874126,0.06993007,0.041958042,0.013986014,3,3.5,10.5,3,9,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.993270298,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,13.5,7,2,1,3,0.183673469,0.095238095,0.027210884,0.040816327,0.013605442,3,4.5,13.5,2.333333333,7,0.666666667,2,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.993270298,,,,,,,,1100100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,10.5,9,5,1,3,0.146853147,0.125874126,0.06993007,0.041958042,0.013986014,3,3.5,10.5,3,9,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.953832554,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,13.5,9,0,1,3,0.183673469,0.12244898,0,0.040816327,0.013605442,3,4.5,13.5,3,9,0,0,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.903673881,,,,,,,,1100100011,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,9.5,9,6,1,3,0.132867133,0.125874126,0.083916084,0.041958042,0.013986014,3,3.166666667,9.5,3,9,2,6,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.903673881,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,11.5,9,4,1,3,0.160839161,0.125874126,0.055944056,0.041958042,0.013986014,3,3.833333333,11.5,3,9,1.333333333,4,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.822159372,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,8.5,9,7,1,3,0.118881119,0.125874126,0.097902098,0.041958042,0.013986014,3,2.833333333,8.5,3,9,2.333333333,7,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.789515579,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,8.5,9,7,1,3,0.118881119,0.125874126,0.097902098,0.041958042,0.013986014,3,2.833333333,8.5,3,9,2.333333333,7,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,0.72806489,,,,,,,,1101100111,https://doi.org/10.1016/S0921-4526(02)00715-9
